season,round,race_name,driver_number,driver_name,abbreviation,team,final_position,status,points_scored
2015,15,Russian Grand Prix,98,Roberto Merhi,MER,Manor Marussia,13,+1 Lap,0.0
2015,15,Russian Grand Prix,28,Will Stevens,STE,Manor Marussia,14,+2 Laps,0.0
2015,15,Russian Grand Prix,3,Daniel Ricciardo,RIC,Red Bull,15,Suspension,0.0
2015,15,Russian Grand Prix,55,Carlos Sainz,SAI,Toro Rosso,R,Brakes,0.0
2015,15,Russian Grand Prix,8,Romain Grosjean,GRO,Lotus F1,R,Accident,0.0
2015,15,Russian Grand Prix,6,Nico Rosberg,ROS,Mercedes,R,Throttle,0.0
2015,15,Russian Grand Prix,27,Nico Hülkenberg,HUL,Force India,R,Collision,0.0
2015,15,Russian Grand Prix,9,Marcus Ericsson,ERI,Sauber,R,Collision,0.0
2015,16,United States Grand Prix,44,Lewis Hamilton,HAM,Mercedes,1,Finished,25.0
2015,16,United States Grand Prix,6,Nico Rosberg,ROS,Mercedes,2,Finished,18.0
2015,16,United States Grand Prix,5,Sebastian Vettel,VET,Ferrari,3,Finished,15.0
2015,16,United States Grand Prix,33,Max Verstappen,VER,Toro Rosso,4,Finished,12.0
2015,16,United States Grand Prix,11,Sergio Pérez,PER,Force India,5,Finished,10.0
2015,16,United States Grand Prix,22,Jenson Button,BUT,McLaren,6,Finished,8.0
2015,16,United States Grand Prix,55,Carlos Sainz,SAI,Toro Rosso,7,Finished,6.0
2015,16,United States Grand Prix,13,Pastor Maldonado,MAL,Lotus F1,8,Finished,4.0
2015,16,United States Grand Prix,12,Felipe Nasr,NAS,Sauber,9,Finished,2.0
2015,16,United States Grand Prix,3,Daniel Ricciardo,RIC,Red Bull,10,Finished,1.0
2015,16,United States Grand Prix,14,Fernando Alonso,ALO,McLaren,11,Finished,0.0
2015,16,United States Grand Prix,53,Alexander Rossi,RSS,Manor Marussia,12,Finished,0.0
2015,16,United States Grand Prix,26,Daniil Kvyat,KVY,Red Bull,R,Accident,0.0
2015,16,United States Grand Prix,27,Nico Hülkenberg,HUL,Force India,R,Accident,0.0
2015,16,United States Grand Prix,9,Marcus Ericsson,ERI,Sauber,R,Retired,0.0
2015,16,United States Grand Prix,7,Kimi Räikkönen,RAI,Ferrari,R,Brake duct,0.0
2015,16,United States Grand Prix,19,Felipe Massa,MAS,Williams,R,Retired,0.0
2015,16,United States Grand Prix,8,Romain Grosjean,GRO,Lotus F1,R,Retired,0.0
2015,16,United States Grand Prix,77,Valtteri Bottas,BOT,Williams,R,Retired,0.0
2015,16,United States Grand Prix,28,Will Stevens,STE,Manor Marussia,R,Retired,0.0
2015,17,Mexican Grand Prix,6,Nico Rosberg,ROS,Mercedes,1,Finished,25.0
2015,17,Mexican Grand Prix,44,Lewis Hamilton,HAM,Mercedes,2,Finished,18.0
2015,17,Mexican Grand Prix,77,Valtteri Bottas,BOT,Williams,3,Finished,15.0
2015,17,Mexican Grand Prix,26,Daniil Kvyat,KVY,Red Bull,4,Finished,12.0
2015,17,Mexican Grand Prix,3,Daniel Ricciardo,RIC,Red Bull,5,Finished,10.0
2015,17,Mexican Grand Prix,19,Felipe Massa,MAS,Williams,6,Finished,8.0
2015,17,Mexican Grand Prix,27,Nico Hülkenberg,HUL,Force India,7,Finished,6.0
2015,17,Mexican Grand Prix,11,Sergio Pérez,PER,Force India,8,Finished,4.0
2015,17,Mexican Grand Prix,33,Max Verstappen,VER,Toro Rosso,9,Finished,2.0
2015,17,Mexican Grand Prix,8,Romain Grosjean,GRO,Lotus F1,10,Finished,1.0
2015,17,Mexican Grand Prix,13,Pastor Maldonado,MAL,Lotus F1,11,Finished,0.0
2015,17,Mexican Grand Prix,9,Marcus Ericsson,ERI,Sauber,12,Finished,0.0
2015,17,Mexican Grand Prix,55,Carlos Sainz,SAI,Toro Rosso,13,Finished,0.0
2015,17,Mexican Grand Prix,22,Jenson Button,BUT,McLaren,14,Finished,0.0
2015,17,Mexican Grand Prix,53,Alexander Rossi,RSS,Manor Marussia,15,+2 Laps,0.0
2015,17,Mexican Grand Prix,28,Will Stevens,STE,Manor Marussia,16,+2 Laps,0.0
2015,17,Mexican Grand Prix,12,Felipe Nasr,NAS,Sauber,R,Brakes,0.0
2015,17,Mexican Grand Prix,5,Sebastian Vettel,VET,Ferrari,R,Accident,0.0
2015,17,Mexican Grand Prix,7,Kimi Räikkönen,RAI,Ferrari,R,Collision,0.0
2015,17,Mexican Grand Prix,14,Fernando Alonso,ALO,McLaren,R,Retired,0.0
2015,18,Brazilian Grand Prix,6,Nico Rosberg,ROS,Mercedes,1,Finished,25.0
2015,18,Brazilian Grand Prix,44,Lewis Hamilton,HAM,Mercedes,2,Finished,18.0
2015,18,Brazilian Grand Prix,5,Sebastian Vettel,VET,Ferrari,3,Finished,15.0
2015,18,Brazilian Grand Prix,7,Kimi Räikkönen,RAI,Ferrari,4,Finished,12.0
2015,18,Brazilian Grand Prix,77,Valtteri Bottas,BOT,Williams,5,+1 Lap,10.0
2015,18,Brazilian Grand Prix,27,Nico Hülkenberg,HUL,Force India,6,+1 Lap,8.0
2015,18,Brazilian Grand Prix,26,Daniil Kvyat,KVY,Red Bull,7,+1 Lap,6.0
2015,18,Brazilian Grand Prix,8,Romain Grosjean,GRO,Lotus F1,8,+1 Lap,4.0
2015,18,Brazilian Grand Prix,33,Max Verstappen,VER,Toro Rosso,9,+1 Lap,2.0
2015,18,Brazilian Grand Prix,13,Pastor Maldonado,MAL,Lotus F1,10,+1 Lap,1.0
2015,18,Brazilian Grand Prix,3,Daniel Ricciardo,RIC,Red Bull,11,+1 Lap,0.0
2015,18,Brazilian Grand Prix,11,Sergio Pérez,PER,Force India,12,+1 Lap,0.0
2015,18,Brazilian Grand Prix,12,Felipe Nasr,NAS,Sauber,13,+1 Lap,0.0
2015,18,Brazilian Grand Prix,22,Jenson Button,BUT,McLaren,14,+1 Lap,0.0
2015,18,Brazilian Grand Prix,14,Fernando Alonso,ALO,McLaren,15,+1 Lap,0.0
2015,18,Brazilian Grand Prix,9,Marcus Ericsson,ERI,Sauber,16,+2 Laps,0.0
2015,18,Brazilian Grand Prix,28,Will Stevens,STE,Manor Marussia,17,+4 Laps,0.0
2015,18,Brazilian Grand Prix,53,Alexander Rossi,RSS,Manor Marussia,18,+4 Laps,0.0
2015,18,Brazilian Grand Prix,55,Carlos Sainz,SAI,Toro Rosso,R,Retired,0.0
2015,18,Brazilian Grand Prix,19,Felipe Massa,MAS,Williams,D,Excluded,0.0
2015,19,Abu Dhabi Grand Prix,6,Nico Rosberg,ROS,Mercedes,1,Finished,25.0
2015,19,Abu Dhabi Grand Prix,44,Lewis Hamilton,HAM,Mercedes,2,Finished,18.0
2015,19,Abu Dhabi Grand Prix,7,Kimi Räikkönen,RAI,Ferrari,3,Finished,15.0
2015,19,Abu Dhabi Grand Prix,5,Sebastian Vettel,VET,Ferrari,4,Finished,12.0
2015,19,Abu Dhabi Grand Prix,11,Sergio Pérez,PER,Force India,5,Finished,10.0
2015,19,Abu Dhabi Grand Prix,3,Daniel Ricciardo,RIC,Red Bull,6,Finished,8.0
2015,19,Abu Dhabi Grand Prix,27,Nico Hülkenberg,HUL,Force India,7,Finished,6.0
2015,19,Abu Dhabi Grand Prix,19,Felipe Massa,MAS,Williams,8,Finished,4.0
2015,19,Abu Dhabi Grand Prix,8,Romain Grosjean,GRO,Lotus F1,9,Finished,2.0
2015,19,Abu Dhabi Grand Prix,26,Daniil Kvyat,KVY,Red Bull,10,Finished,1.0
2015,19,Abu Dhabi Grand Prix,55,Carlos Sainz,SAI,Toro Rosso,11,Finished,0.0
2015,19,Abu Dhabi Grand Prix,22,Jenson Button,BUT,McLaren,12,+1 Lap,0.0
2015,19,Abu Dhabi Grand Prix,77,Valtteri Bottas,BOT,Williams,13,+1 Lap,0.0
2015,19,Abu Dhabi Grand Prix,9,Marcus Ericsson,ERI,Sauber,14,+1 Lap,0.0
2015,19,Abu Dhabi Grand Prix,12,Felipe Nasr,NAS,Sauber,15,+1 Lap,0.0
2015,19,Abu Dhabi Grand Prix,33,Max Verstappen,VER,Toro Rosso,16,+1 Lap,0.0
2015,19,Abu Dhabi Grand Prix,14,Fernando Alonso,ALO,McLaren,17,+2 Laps,0.0
2015,19,Abu Dhabi Grand Prix,28,Will Stevens,STE,Manor Marussia,18,+2 Laps,0.0
2015,19,Abu Dhabi Grand Prix,98,Roberto Merhi,MER,Manor Marussia,19,+3 Laps,0.0
2015,19,Abu Dhabi Grand Prix,13,Pastor Maldonado,MAL,Lotus F1,R,Collision,0.0
