season,round,race_name,driver_number,driver_name,abbreviation,team,final_position,status,points_scored
2017,15,Malaysian Grand Prix,18,Lance Stroll,STR,Williams,8,+1 Lap,4.0
2017,15,Malaysian Grand Prix,19,Felipe Massa,MAS,Williams,9,+1 Lap,2.0
2017,15,Malaysian Grand Prix,31,Esteban Ocon,OCO,Force India,10,+1 Lap,1.0
2017,15,Malaysian Grand Prix,14,Fernando Alonso,ALO,McLaren,11,+1 Lap,0.0
2017,15,Malaysian Grand Prix,20,Kevin Magnussen,MAG,Haas F1 Team,12,+1 Lap,0.0
2017,15,Malaysian Grand Prix,8,Romain Grosjean,GRO,Haas F1 Team,13,+1 Lap,0.0
2017,15,Malaysian Grand Prix,10,Pierre Gasly,GAS,Toro Rosso,14,+1 Lap,0.0
2017,15,Malaysian Grand Prix,30,Jolyon Palmer,PAL,Renault,15,+1 Lap,0.0
2017,15,Malaysian Grand Prix,27,Nico Hülkenberg,HUL,Renault,16,+1 Lap,0.0
2017,15,Malaysian Grand Prix,94,Pascal Wehrlein,WEH,Sauber,17,+1 Lap,0.0
2017,15,Malaysian Grand Prix,9,Marcus Ericsson,ERI,Sauber,18,+2 Laps,0.0
2017,15,Malaysian Grand Prix,55,Carlos Sainz,SAI,Toro Rosso,R,Engine,0.0
2017,15,Malaysian Grand Prix,7,Kimi Räikkönen,RAI,Ferrari,R,Battery,0.0
2017,16,Japanese Grand Prix,44,Lewis Hamilton,HAM,Mercedes,1,Finished,25.0
2017,16,Japanese Grand Prix,33,Max Verstappen,VER,Red Bull,2,Finished,18.0
2017,16,Japanese Grand Prix,3,Daniel Ricciardo,RIC,Red Bull,3,Finished,15.0
2017,16,Japanese Grand Prix,77,Valtteri Bottas,BOT,Mercedes,4,Finished,12.0
2017,16,Japanese Grand Prix,7,Kimi Räikkönen,RAI,Ferrari,5,Finished,10.0
2017,16,Japanese Grand Prix,31,Esteban Ocon,OCO,Force India,6,Finished,8.0
2017,16,Japanese Grand Prix,11,Sergio Pérez,PER,Force India,7,Finished,6.0
2017,16,Japanese Grand Prix,20,Kevin Magnussen,MAG,Haas F1 Team,8,Finished,4.0
2017,16,Japanese Grand Prix,8,Romain Grosjean,GRO,Haas F1 Team,9,Finished,2.0
2017,16,Japanese Grand Prix,19,Felipe Massa,MAS,Williams,10,+1 Lap,1.0
2017,16,Japanese Grand Prix,14,Fernando Alonso,ALO,McLaren,11,+1 Lap,0.0
2017,16,Japanese Grand Prix,30,Jolyon Palmer,PAL,Renault,12,+1 Lap,0.0
2017,16,Japanese Grand Prix,10,Pierre Gasly,GAS,Toro Rosso,13,+1 Lap,0.0
2017,16,Japanese Grand Prix,2,Stoffel Vandoorne,VAN,McLaren,14,+1 Lap,0.0
2017,16,Japanese Grand Prix,94,Pascal Wehrlein,WEH,Sauber,15,+2 Laps,0.0
2017,16,Japanese Grand Prix,18,Lance Stroll,STR,Williams,R,Wheel,0.0
2017,16,Japanese Grand Prix,27,Nico Hülkenberg,HUL,Renault,R,Front wing,0.0
2017,16,Japanese Grand Prix,9,Marcus Ericsson,ERI,Sauber,R,Accident,0.0
2017,16,Japanese Grand Prix,5,Sebastian Vettel,VET,Ferrari,R,Spark plugs,0.0
2017,16,Japanese Grand Prix,55,Carlos Sainz,SAI,Toro Rosso,R,Accident,0.0
2017,17,United States Grand Prix,44,Lewis Hamilton,HAM,Mercedes,1,Finished,25.0
2017,17,United States Grand Prix,5,Sebastian Vettel,VET,Ferrari,2,Finished,18.0
2017,17,United States Grand Prix,7,Kimi Räikkönen,RAI,Ferrari,3,Finished,15.0
2017,17,United States Grand Prix,33,Max Verstappen,VER,Red Bull,4,Finished,12.0
2017,17,United States Grand Prix,77,Valtteri Bottas,BOT,Mercedes,5,Finished,10.0
2017,17,United States Grand Prix,31,Esteban Ocon,OCO,Force India,6,Finished,8.0
2017,17,United States Grand Prix,55,Carlos Sainz,SAI,Renault,7,Finished,6.0
2017,17,United States Grand Prix,11,Sergio Pérez,PER,Force India,8,+1 Lap,4.0
2017,17,United States Grand Prix,19,Felipe Massa,MAS,Williams,9,+1 Lap,2.0
2017,17,United States Grand Prix,26,Daniil Kvyat,KVY,Toro Rosso,10,+1 Lap,1.0
2017,17,United States Grand Prix,18,Lance Stroll,STR,Williams,11,+1 Lap,0.0
2017,17,United States Grand Prix,2,Stoffel Vandoorne,VAN,McLaren,12,+1 Lap,0.0
2017,17,United States Grand Prix,39,Brendon Hartley,HAR,Toro Rosso,13,+1 Lap,0.0
2017,17,United States Grand Prix,8,Romain Grosjean,GRO,Haas F1 Team,14,+1 Lap,0.0
2017,17,United States Grand Prix,9,Marcus Ericsson,ERI,Sauber,15,+1 Lap,0.0
2017,17,United States Grand Prix,20,Kevin Magnussen,MAG,Haas F1 Team,16,+1 Lap,0.0
2017,17,United States Grand Prix,14,Fernando Alonso,ALO,McLaren,R,Engine,0.0
2017,17,United States Grand Prix,3,Daniel Ricciardo,RIC,Red Bull,R,Engine,0.0
2017,17,United States Grand Prix,94,Pascal Wehrlein,WEH,Sauber,R,Collision,0.0
2017,17,United States Grand Prix,27,Nico Hülkenberg,HUL,Renault,R,Engine,0.0
2017,18,Mexican Grand Prix,33,Max Verstappen,VER,Red Bull,1,Finished,25.0
2017,18,Mexican Grand Prix,77,Valtteri Bottas,BOT,Mercedes,2,Finished,18.0
2017,18,Mexican Grand Prix,7,Kimi Räikkönen,RAI,Ferrari,3,Finished,15.0
2017,18,Mexican Grand Prix,5,Sebastian Vettel,VET,Ferrari,4,Finished,12.0
2017,18,Mexican Grand Prix,31,Esteban Ocon,OCO,Force India,5,+1 Lap,10.0
2017,18,Mexican Grand Prix,18,Lance Stroll,STR,Williams,6,+1 Lap,8.0
2017,18,Mexican Grand Prix,11,Sergio Pérez,PER,Force India,7,+1 Lap,6.0
2017,18,Mexican Grand Prix,20,Kevin Magnussen,MAG,Haas F1 Team,8,+1 Lap,4.0
2017,18,Mexican Grand Prix,44,Lewis Hamilton,HAM,Mercedes,9,+1 Lap,2.0
2017,18,Mexican Grand Prix,14,Fernando Alonso,ALO,McLaren,10,+1 Lap,1.0
2017,18,Mexican Grand Prix,19,Felipe Massa,MAS,Williams,11,+1 Lap,0.0
2017,18,Mexican Grand Prix,2,Stoffel Vandoorne,VAN,McLaren,12,+1 Lap,0.0
2017,18,Mexican Grand Prix,10,Pierre Gasly,GAS,Toro Rosso,13,+1 Lap,0.0
2017,18,Mexican Grand Prix,94,Pascal Wehrlein,WEH,Sauber,14,+2 Laps,0.0
2017,18,Mexican Grand Prix,8,Romain Grosjean,GRO,Haas F1 Team,15,+2 Laps,0.0
2017,18,Mexican Grand Prix,55,Carlos Sainz,SAI,Renault,R,Engine,0.0
2017,18,Mexican Grand Prix,9,Marcus Ericsson,ERI,Sauber,R,Engine,0.0
2017,18,Mexican Grand Prix,28,Brendon Hartley,HAR,Toro Rosso,R,Engine,0.0
2017,18,Mexican Grand Prix,27,Nico Hülkenberg,HUL,Renault,R,Electrical,0.0
2017,18,Mexican Grand Prix,3,Daniel Ricciardo,RIC,Red Bull,R,Engine,0.0
2017,19,Brazilian Grand Prix,5,Sebastian Vettel,VET,Ferrari,1,Finished,25.0
2017,19,Brazilian Grand Prix,77,Valtteri Bottas,BOT,Mercedes,2,Finished,18.0
2017,19,Brazilian Grand Prix,7,Kimi Räikkönen,RAI,Ferrari,3,Finished,15.0
2017,19,Brazilian Grand Prix,44,Lewis Hamilton,HAM,Mercedes,4,Finished,12.0
2017,19,Brazilian Grand Prix,33,Max Verstappen,VER,Red Bull,5,Finished,10.0
2017,19,Brazilian Grand Prix,3,Daniel Ricciardo,RIC,Red Bull,6,Finished,8.0
2017,19,Brazilian Grand Prix,19,Felipe Massa,MAS,Williams,7,Finished,6.0
2017,19,Brazilian Grand Prix,14,Fernando Alonso,ALO,McLaren,8,Finished,4.0
2017,19,Brazilian Grand Prix,11,Sergio Pérez,PER,Force India,9,Finished,2.0
2017,19,Brazilian Grand Prix,27,Nico Hülkenberg,HUL,Renault,10,+1 Lap,1.0
2017,19,Brazilian Grand Prix,55,Carlos Sainz,SAI,Renault,11,+1 Lap,0.0
2017,19,Brazilian Grand Prix,10,Pierre Gasly,GAS,Toro Rosso,12,+1 Lap,0.0
2017,19,Brazilian Grand Prix,9,Marcus Ericsson,ERI,Sauber,13,+1 Lap,0.0
2017,19,Brazilian Grand Prix,94,Pascal Wehrlein,WEH,Sauber,14,+1 Lap,0.0
2017,19,Brazilian Grand Prix,8,Romain Grosjean,GRO,Haas F1 Team,15,+2 Laps,0.0
2017,19,Brazilian Grand Prix,18,Lance Stroll,STR,Williams,16,+2 Laps,0.0
2017,19,Brazilian Grand Prix,28,Brendon Hartley,HAR,Toro Rosso,R,Engine,0.0
2017,19,Brazilian Grand Prix,31,Esteban Ocon,OCO,Force India,R,Accident,0.0
2017,19,Brazilian Grand Prix,2,Stoffel Vandoorne,VAN,McLaren,R,Accident,0.0
2017,19,Brazilian Grand Prix,20,Kevin Magnussen,MAG,Haas F1 Team,R,Accident,0.0
2017,20,Abu Dhabi Grand Prix,77,Valtteri Bottas,BOT,Mercedes,1,Finished,25.0
2017,20,Abu Dhabi Grand Prix,44,Lewis Hamilton,HAM,Mercedes,2,Finished,18.0
2017,20,Abu Dhabi Grand Prix,5,Sebastian Vettel,VET,Ferrari,3,Finished,15.0
2017,20,Abu Dhabi Grand Prix,7,Kimi Räikkönen,RAI,Ferrari,4,Finished,12.0
2017,20,Abu Dhabi Grand Prix,33,Max Verstappen,VER,Red Bull,5,Finished,10.0
2017,20,Abu Dhabi Grand Prix,27,Nico Hülkenberg,HUL,Renault,6,Finished,8.0
2017,20,Abu Dhabi Grand Prix,11,Sergio Pérez,PER,Force India,7,Finished,6.0
2017,20,Abu Dhabi Grand Prix,31,Esteban Ocon,OCO,Force India,8,Finished,4.0
2017,20,Abu Dhabi Grand Prix,14,Fernando Alonso,ALO,McLaren,9,+1 Lap,2.0
2017,20,Abu Dhabi Grand Prix,19,Felipe Massa,MAS,Williams,10,+1 Lap,1.0
2017,20,Abu Dhabi Grand Prix,8,Romain Grosjean,GRO,Haas F1 Team,11,+1 Lap,0.0
2017,20,Abu Dhabi Grand Prix,2,Stoffel Vandoorne,VAN,McLaren,12,+1 Lap,0.0
2017,20,Abu Dhabi Grand Prix,20,Kevin Magnussen,MAG,Haas F1 Team,13,+1 Lap,0.0
2017,20,Abu Dhabi Grand Prix,94,Pascal Wehrlein,WEH,Sauber,14,+1 Lap,0.0
2017,20,Abu Dhabi Grand Prix,28,Brendon Hartley,HAR,Toro Rosso,15,+1 Lap,0.0
2017,20,Abu Dhabi Grand Prix,10,Pierre Gasly,GAS,Toro Rosso,16,+1 Lap,0.0
2017,20,Abu Dhabi Grand Prix,9,Marcus Ericsson,ERI,Sauber,17,+1 Lap,0.0
2017,20,Abu Dhabi Grand Prix,18,Lance Stroll,STR,Williams,18,+1 Lap,0.0
2017,20,Abu Dhabi Grand Prix,55,Carlos Sainz,SAI,Renault,R,Wheel,0.0
2017,20,Abu Dhabi Grand Prix,3,Daniel Ricciardo,RIC,Red Bull,R,Hydraulics,0.0
